tconst	averageRating	numVotes
tt0636664	6.9	74
tt0636674	7.4	70
tt0636684	7.3	69
tt0636694	7.1	73
tt0636704	7.1	60
tt0636714	6.7	112
tt0636724	7.2	68
tt0636734	7.1	65
tt0636744	7.2	96
tt0636754	6.7	109
tt0636764	6.4	83
tt0636774	6.8	151
tt0636784	7.2	118
tt0636794	6.8	87
tt0636804	7.2	114
tt0636814	7.0	80
tt0636833	6.6	24
tt0636880	7.3	8
tt0636924	7.7	23
tt0637038	5.9	26
tt0637049	8.0	19
tt0637060	7.3	26
tt0637070	9.0	20
tt0637081	7.7	18
tt0637092	7.1	21
tt0637105	6.0	19
tt0637117	7.2	19
tt0637128	6.7	28
tt0637138	5.0	16
tt0637181	8.1	84
tt0637191	7.7	53
tt0637201	7.7	52
tt0637211	8.0	49
tt0637221	7.6	58
tt0637231	8.3	56
tt0637242	8.1	92
tt0637253	9.7	56
tt0637276	5.7	17
tt0637371	7.6	201
tt0637381	9.4	6
tt0637396	7.4	48
tt0637406	8.1	60
tt0637416	8.1	105
tt0637426	7.7	56
tt0637436	6.8	67
tt0637446	7.1	43
tt0637456	6.9	60
tt0637466	7.2	60
tt0637476	6.5	55
tt0637486	7.2	69
tt0637496	7.8	57
tt0637506	5.3	44
tt0637516	7.7	59
tt0637526	8.6	9
tt0637536	8.1	165
tt0637575	7.8	7
tt0637840	7.2	9
tt0638001	7.4	7
tt0638059	8.0	17
tt0638074	7.1	12
tt0638085	6.6	8
tt0638095	7.8	18
tt0638105	6.9	10
tt0638115	6.4	10
tt0638125	6.9	12
tt0638135	8.3	24
tt0638145	7.8	18
tt0638155	7.4	14
tt0638165	7.6	13
tt0638175	7.1	36
tt0638240	7.6	448
tt0638250	8.2	529
tt0638260	8.0	555
tt0638270	7.5	461
tt0638280	8.4	664
tt0638290	8.2	530
tt0638300	7.0	747
tt0638310	7.3	435
tt0638321	7.5	508
tt0638331	7.8	494
tt0638341	7.6	650
tt0638351	7.5	526
tt0638361	7.9	495
tt0638371	7.9	489
tt0638381	8.1	512
tt0638391	7.5	455
tt0638401	7.6	433
tt0638411	8.0	611
tt0638421	8.1	582
tt0638431	8.5	773
tt0638441	8.0	483
tt0638451	8.0	596
tt0638461	8.1	526
tt0638471	7.9	515
tt0638481	7.4	447
tt0638491	7.4	32
tt0638501	4.4	12
tt0638512	6.7	45
tt0638527	8.3	11
tt0638596	7.2	11
tt0638682	7.6	265
tt0638692	8.0	449
tt0638702	7.4	420
tt0638712	7.6	308
tt0638722	7.2	462
tt0638732	7.3	473
tt0638743	7.5	305
tt0638753	7.3	315
tt0638763	6.8	242
tt0638773	7.0	424
tt0638783	7.1	255
tt0638793	7.5	307
tt0638803	6.7	228
tt0638813	7.6	284
tt0638848	7.6	131
tt0638858	7.7	111
tt0638869	7.3	105
tt0638879	7.5	105
tt0638889	7.1	94
tt0638899	8.2	212
tt0638909	7.5	168
tt0638919	8.0	142
tt0638929	7.4	205
tt0638939	6.6	106
tt0638949	6.8	101
tt0638959	7.2	101
tt0638969	7.3	109
tt0638979	7.3	156
tt0638989	7.8	119
tt0638999	7.3	123
tt0639011	8.9	46
tt0639021	7.9	52
tt0639031	5.0	24
tt0639041	6.9	29
tt0639051	8.0	54
tt0639061	8.9	46
tt0639071	8.6	50
tt0639081	8.4	40
tt0639091	8.6	34
tt0639101	8.0	48
tt0639111	8.4	33
tt0639121	8.6	29
tt0639131	8.4	28
tt0639141	8.5	32
tt0639151	8.2	29
tt0639161	7.9	34
tt0639171	8.6	31
tt0639181	7.4	35
tt0639191	7.6	26
tt0639201	7.7	40
tt0639211	6.8	29
tt0639283	4.7	30
tt0639461	6.2	11
tt0639553	7.1	63
tt0639563	7.6	56
tt0639573	7.3	24
tt0639584	8.1	18
tt0639595	8.6	60
tt0639605	8.0	66
tt0639615	7.3	227
tt0639625	8.1	241
tt0639635	7.7	359
tt0639646	8.0	350
tt0639656	7.2	397
tt0639666	7.8	223
tt0639676	7.9	292
tt0639686	7.8	333
tt0639696	8.1	285
tt0639706	7.1	359
tt0639716	7.7	264
tt0639726	7.5	246
tt0639736	7.7	374
tt0639746	7.5	232
tt0639756	7.3	346
tt0639766	7.6	393
tt0639803	1.8	9
tt0639819	8.5	23
tt0639830	8.0	30
tt0639840	7.7	39
tt0639850	7.9	36
tt0639860	7.4	118
tt0639879	6.3	9
tt0639889	8.6	51
tt0639899	8.1	58
tt0639909	8.3	63
tt0639962	7.3	16
tt0639973	7.0	9
tt0639983	7.6	24
tt0639993	7.5	20
tt0640003	8.1	19
tt0640013	7.4	21
tt0640023	8.1	26
tt0640033	7.8	15
tt0640043	7.3	14
tt0640053	7.3	16
tt0640105	6.8	14
tt0640138	5.7	10
tt0640188	8.2	9
tt0640223	8.2	10
tt0640241	10.0	11
tt0640259	10.0	10
tt0640287	8.2	756
tt0640297	7.7	851
tt0640307	7.5	611
tt0640317	7.9	870
tt0640327	7.8	730
tt0640337	7.9	655
tt0640347	7.6	669
tt0640357	8.7	880
tt0640367	8.1	817
tt0640377	7.6	625
tt0640387	7.6	678
tt0640397	7.6	649
tt0640407	8.2	762
tt0640417	7.6	733
tt0640523	7.1	10
tt0640541	8.1	73
tt0640551	7.6	77
tt0640561	7.5	56
tt0640571	7.7	63
tt0640581	7.3	59
tt0640591	7.7	59
tt0640601	7.7	55
tt0640611	8.6	78
tt0640621	7.6	71
tt0640631	6.8	44
tt0640641	7.1	37
tt0640651	7.3	56
tt0640661	7.4	43
tt0640687	6.5	17
tt0640735	8.6	18
tt0640745	7.1	19
tt0640755	7.5	18
tt0640765	7.6	30
tt0640775	7.8	21
tt0640825	8.6	8
tt0640845	6.5	17
tt0640862	8.6	17
tt0640875	7.5	16
tt0640889	7.1	17
tt0641007	5.2	49
tt0641058	7.9	97
tt0641068	7.2	85
tt0641078	7.2	93
tt0641088	6.8	67
tt0641098	7.7	228
tt0641108	6.9	70
tt0641118	7.9	91
tt0641128	7.1	75
tt0641138	7.1	114
tt0641148	6.7	77
tt0641158	6.5	80
tt0641183	6.8	5
tt0641201	8.2	37
tt0641211	8.0	42
tt0641221	7.4	33
tt0641240	7.0	6
tt0641255	7.4	48
tt0641273	6.8	8
tt0641310	7.0	7
tt0641505	9.3	86
tt0641523	8.0	102
tt0641533	7.7	119
tt0641543	7.5	98
tt0641553	7.4	99
tt0641563	7.9	113
tt0641573	7.8	134
tt0641583	7.8	86
tt0641593	6.9	108
tt0641603	7.5	96
tt0641613	7.6	110
tt0641623	7.8	115
tt0641633	6.2	86
tt0641643	7.2	92
tt0641653	7.5	93
tt0641663	8.0	141
tt0641673	8.1	113
tt0641683	7.1	116
tt0641693	7.5	94
tt0641703	7.6	85
tt0641713	7.6	83
tt0641744	6.5	34
tt0641754	8.0	96
tt0641772	8.2	30
tt0641837	8.0	15
tt0641852	8.5	11
tt0641864	7.4	10
tt0641879	8.0	15
tt0641891	8.9	19
tt0641902	5.6	15
tt0641916	8.7	12
tt0641931	6.7	24
tt0641947	8.0	17
tt0641958	7.3	11
tt0641971	8.2	10
tt0641985	7.5	13
tt0641999	8.7	16
tt0642016	7.4	6
tt0642122	8.0	14
tt0642202	8.5	783
tt0642212	7.8	661
tt0642222	7.8	486
tt0642232	7.7	743
tt0642242	8.1	535
tt0642252	7.9	530
tt0642262	8.4	733
tt0642273	8.1	526
tt0642283	7.6	612
tt0642293	7.6	500
tt0642303	8.0	711
tt0642313	7.9	514
tt0642323	8.1	546
tt0642333	7.7	645
tt0642343	7.5	664
tt0642353	7.8	498
tt0642363	7.9	666
tt0642373	7.7	522
tt0642383	7.4	573
tt0642393	7.7	655
tt0642403	7.7	509
tt0642413	8.1	492
tt0642423	7.8	476
tt0642433	7.5	756
tt0642444	8.4	11
tt0642454	8.7	12
tt0642464	9.0	7
tt0642530	7.6	44
tt0642540	7.3	56
tt0642550	8.0	43
tt0642560	7.9	41
tt0642570	7.4	52
tt0642638	7.6	51
tt0642648	7.1	43
tt0642658	5.9	44
tt0642668	7.0	47
tt0642678	8.4	66
tt0642688	8.0	59
tt0642698	7.4	53
tt0642708	8.2	68
tt0642718	6.8	38
tt0642728	8.1	65
tt0642738	7.5	50
tt0642748	6.8	46
tt0642758	7.0	44
tt0642791	7.6	144
tt0642801	7.3	157
tt0642811	7.5	298
tt0642821	7.0	231
tt0642831	7.8	168
tt0642841	7.7	137
tt0642851	7.5	162
tt0642861	8.4	163
tt0642871	7.4	141
tt0642881	7.9	185
tt0642891	8.5	192
tt0642901	7.2	200
tt0642911	7.6	153
tt0642921	8.3	176
tt0642931	7.9	149
tt0643062	8.9	15
tt0643072	4.0	122
tt0643101	5.0	3319
tt0643111	6.3	3928
tt0643126	8.8	82
tt0643136	8.4	66
tt0643160	8.1	27
tt0643171	7.5	17
tt0643282	9.0	22
tt0643933	7.6	128
tt0643945	7.1	154
tt0643956	7.6	111
tt0643966	7.7	148
tt0643976	7.7	83
tt0643986	7.5	128
tt0643996	7.6	92
tt0644006	7.5	97
tt0644017	8.0	99
tt0644028	7.4	111
tt0644040	7.6	144
tt0644051	7.2	122
tt0644061	7.3	99
tt0644073	7.3	164
tt0644083	7.2	87
tt0644093	7.8	107
tt0644105	7.7	86
tt0644135	6.6	8
tt0644145	6.5	27
tt0644155	7.8	17
tt0644166	7.4	23
tt0644176	7.5	21
tt0644186	7.2	24
tt0644196	7.3	27
tt0644289	7.1	85
tt0644299	7.2	59
tt0644309	7.4	66
tt0644319	7.6	58
tt0644329	7.3	74
tt0644339	7.3	56
tt0644349	7.8	68
tt0644359	7.9	58
tt0644369	7.4	65
tt0644379	7.4	69
tt0644389	7.8	56
tt0644399	8.2	76
tt0644422	8.3	96
tt0644432	7.5	80
tt0644442	7.9	270
tt0644452	8.9	108
tt0644462	8.2	77
tt0644472	7.4	87
tt0644482	8.3	137
tt0644492	7.9	121
tt0644502	7.1	84
tt0644512	7.3	53
tt0644522	8.0	98
tt0644532	6.7	68
tt0644542	7.8	66
tt0644554	7.7	43
tt0644565	8.4	12
tt0644583	7.7	8
tt0644593	7.2	6
tt0644603	7.4	6
tt0644613	7.1	10
tt0644624	5.0	6
tt0644634	5.6	7
tt0644664	8.4	10
tt0644680	6.9	95
tt0644690	7.0	29
tt0644700	6.9	30
tt0644710	7.0	24
tt0644720	7.4	21
tt0644730	7.1	23
tt0644740	7.3	19
tt0644750	4.6	23
tt0644760	7.9	172
tt0644781	7.1	59
tt0644798	9.8	7
tt0644811	7.1	88
tt0644821	7.6	55
tt0644831	7.9	63
tt0644841	7.5	56
tt0644876	7.2	41
tt0644886	7.5	54
tt0644896	6.9	41
tt0644906	6.7	47
tt0644916	7.7	50
tt0644926	7.2	45
tt0644936	7.5	58
tt0644946	6.4	31
tt0644956	7.1	45
tt0644966	6.9	36
tt0644986	8.5	46
tt0644996	8.0	47
tt0645006	8.1	52
tt0645016	8.5	62
tt0645026	8.3	62
tt0645036	8.2	61
tt0645046	8.8	46
tt0645056	8.1	66
tt0645066	7.9	46
tt0645076	8.5	58
tt0645086	8.7	44
tt0645096	8.4	59
tt0645106	8.0	50
tt0645116	7.9	142
tt0645128	7.7	112
tt0645140	7.6	86
tt0645150	7.2	95
tt0645273	7.5	7
tt0645285	6.5	13
tt0645296	8.0	8
tt0645308	7.2	9
tt0645319	8.1	25
tt0645334	7.8	16
tt0645353	8.2	11
tt0645367	8.2	23
tt0645384	6.4	10
tt0645407	6.9	9
tt0645421	8.0	10
tt0645433	8.6	17
tt0645451	7.9	9
tt0645468	7.9	9
tt0645487	6.2	7
tt0645497	8.5	24
tt0645507	8.4	17
tt0645549	6.8	9
tt0645587	6.8	9
tt0645620	7.6	334
tt0645630	8.0	488
tt0645640	8.0	289
tt0645729	7.2	12
tt0645840	8.7	56
tt0645850	8.2	51
tt0645861	7.8	5
tt0645878	7.0	12
tt0645907	7.4	42
tt0645917	6.9	48
tt0645927	7.3	32
tt0645937	7.6	30
tt0645947	7.3	31
tt0645957	7.7	63
tt0645975	7.1	122
tt0645985	7.8	120
tt0645995	7.5	120
tt0646005	7.7	94
tt0646015	7.6	74
tt0646025	7.4	93
tt0646035	7.5	120
tt0646045	7.8	89
tt0646055	8.1	99
tt0646065	7.8	117
tt0646075	8.0	91
tt0646085	7.4	67
tt0646095	7.3	62
tt0646105	7.7	72
tt0646115	7.9	102
tt0646125	7.2	98
tt0646136	8.7	154
tt0646146	7.5	122
tt0646156	7.1	100
tt0646166	8.4	111
tt0646176	7.6	71
tt0646186	7.4	695
tt0646215	7.6	88
tt0646225	7.8	89
tt0646235	7.7	88
tt0646245	6.0	61
tt0646255	5.8	59
tt0646265	5.8	56
tt0646275	7.2	36
tt0646285	7.4	51
tt0646295	7.2	44
tt0646305	7.4	35
tt0646315	6.8	43
tt0646733	6.7	9
tt0646769	1.5	103
tt0646892	9.2	6
tt0646943	6.8	12
tt0646987	8.2	9
tt0647034	7.0	344
tt0647044	7.9	469
tt0647055	7.9	381
tt0647065	6.5	403
tt0647075	7.9	911
tt0647085	7.5	347
tt0647095	7.4	270
tt0647105	7.4	265
tt0647115	8.0	455
tt0647125	8.1	627
tt0647135	6.9	392
tt0647148	9.2	7
tt0647234	8.5	16
tt0647249	7.7	9
tt0647261	7.8	10
tt0647319	6.9	11
tt0647329	8.2	17
tt0647339	7.4	13
tt0647349	8.6	15
tt0647359	6.9	12
tt0647369	7.2	9
tt0647396	7.4	13
tt0647471	7.4	869
tt0647486	8.2	1312
tt0647496	7.6	922
tt0647506	7.2	875
tt0647520	8.2	353
tt0647530	7.9	378
tt0647540	7.4	26
tt0647572	1.0	7
tt0647583	8.1	68
tt0647593	7.1	69
tt0647603	6.7	76
tt0647613	6.6	437
tt0647623	5.5	432
tt0647633	7.5	500
tt0647643	6.6	640
tt0647653	7.5	435
tt0647663	6.5	435
tt0647673	6.1	433
tt0647683	6.1	431
tt0647693	6.9	452
tt0647703	6.3	484
tt0647822	6.2	16
tt0647980	7.6	11
tt0648083	7.5	13
tt0648093	6.7	35
tt0648103	6.4	22
tt0648113	6.2	23
tt0648124	6.2	30
tt0648134	6.4	33
tt0648144	6.8	35
tt0648155	6.4	28
tt0648176	8.0	16
tt0648186	7.6	8
tt0648196	7.5	7
tt0648214	7.4	316
tt0648224	7.3	335
tt0648234	7.5	326
tt0648244	7.0	255
tt0648254	7.5	353
tt0648264	8.3	317
tt0648274	7.2	394
tt0648353	8.0	10
tt0648364	6.7	16
tt0648377	6.1	10
tt0648390	8.9	11
tt0648404	6.8	8
tt0648415	8.3	13
tt0648427	7.7	12
tt0648440	6.5	9
tt0648450	6.8	13
tt0648461	7.0	15
tt0648472	7.8	16
tt0648483	6.5	9
tt0648497	7.7	9
tt0648507	8.2	15
tt0648520	7.9	15
tt0648562	7.8	176
tt0648572	8.1	95
tt0648582	3.7	22
tt0648592	7.1	14
tt0648603	7.3	17
tt0648614	7.4	18
tt0648628	7.2	14
tt0648639	7.2	12
tt0648650	7.5	71
tt0648660	8.2	83
tt0648670	7.9	80
tt0648680	7.2	129
tt0648690	7.9	86
tt0648701	8.2	79
tt0648711	6.8	37
tt0648721	8.0	102
tt0648731	8.4	73
tt0648890	8.9	59
tt0648901	8.7	72
tt0649066	7.3	15
tt0649120	6.6	25
tt0649154	7.6	14
tt0649165	7.2	19
tt0649194	7.4	103
tt0649209	7.6	127
tt0649219	7.6	160
tt0649229	6.4	322
tt0649239	7.5	158
tt0649249	7.2	152
tt0649259	7.3	393
tt0649269	7.4	119
tt0649279	7.3	151
tt0649289	7.5	144
tt0649299	7.9	250
tt0649309	8.5	245
tt0649319	8.2	208
tt0649329	8.1	229
tt0649339	8.4	288
tt0649349	7.6	265
tt0649359	7.5	294
tt0649369	7.9	159
tt0649379	7.2	53
tt0649389	7.6	48
tt0649399	7.3	56
tt0649409	6.8	49
tt0649450	8.4	10
tt0649467	8.2	10
tt0649630	8.8	11
tt0649645	8.4	13
tt0649656	9.4	20
tt0649671	8.4	10
tt0649682	8.0	14
tt0649692	8.2	10
tt0649702	8.7	12
tt0649713	8.2	17
tt0649723	9.2	27
tt0649733	8.0	10
tt0649747	7.6	14
tt0649759	8.7	12
tt0649769	7.6	25
tt0649779	7.3	43
tt0649789	7.9	37
tt0649799	7.4	43
tt0649809	7.8	51
tt0649819	7.7	45
tt0649829	7.5	34
tt0649839	7.2	40
tt0649849	7.4	39
tt0649859	8.0	49
tt0649869	7.5	43
tt0649879	7.4	30
tt0649897	9.3	7
tt0649919	6.4	6
tt0650037	7.3	37
tt0650047	8.4	70
tt0650057	7.4	37
tt0650067	7.6	26
tt0650077	7.8	34
tt0650087	7.8	53
tt0650097	7.4	35
tt0650107	6.9	33
tt0650117	7.8	36
tt0650128	7.0	28
tt0650138	7.5	34
tt0650152	6.6	23
tt0650162	6.8	23
tt0650172	7.2	27
tt0650183	7.9	11
tt0650228	7.6	26
tt0650238	7.7	45
tt0650248	8.4	25
tt0650258	7.6	40
tt0650268	8.1	32
tt0650278	6.0	46
tt0650288	8.3	31
tt0650298	6.8	41
tt0650308	7.4	33
tt0650318	7.5	30
tt0650328	7.9	28
tt0650338	6.3	32
tt0650423	8.1	71
tt0650433	8.2	61
tt0650443	8.3	50
tt0650453	7.9	50
tt0650463	8.0	45
tt0650473	7.5	48
tt0650490	3.3	8
tt0650501	2.8	13
tt0650598	8.7	1357
tt0650608	7.9	1427
tt0650618	8.1	1276
tt0650628	7.8	1378
tt0650641	7.6	1353
tt0650651	8.2	1262
tt0650661	8.2	118
tt0650671	8.2	129
tt0650681	8.3	114
tt0650691	7.9	116
tt0650701	7.6	125
tt0650711	8.2	111
tt0650730	6.9	10
tt0650740	6.9	8
tt0650758	5.1	11
tt0650833	6.7	134
tt0650843	5.6	88
tt0650855	5.8	86
tt0650865	6.9	111
tt0650876	5.7	66
tt0650888	4.9	94
tt0650900	5.7	173
tt0650974	7.6	731
tt0650984	7.3	739
tt0650994	7.8	866
tt0651004	7.7	1140
tt0651041	7.3	135
tt0651051	7.0	146
tt0651061	6.7	130
tt0651072	7.5	273
tt0651082	7.4	217
tt0651092	7.5	194
tt0651102	7.6	218
tt0651159	8.1	10
tt0651187	6.2	105
tt0651197	7.4	78
tt0651207	7.0	74
tt0651217	7.3	156
tt0651227	7.0	92
tt0651237	7.1	116
tt0651247	6.8	81
tt0651257	7.3	83
tt0651267	7.2	144
tt0651304	7.8	169
tt0651314	6.4	169
tt0651344	5.4	9
tt0651354	7.0	11
tt0651387	4.8	8
tt0651397	6.4	15
tt0651407	6.8	10
tt0651431	6.7	12
tt0651441	6.8	21
tt0651455	8.8	15
tt0651465	8.9	12
tt0651475	8.8	19
tt0651485	9.0	11
tt0651495	7.0	18
tt0651505	7.2	29
tt0651515	8.0	16
tt0651525	7.4	27
tt0651599	6.5	8
tt0651628	8.8	11
tt0651769	8.1	19
tt0651779	7.8	15
tt0651796	6.2	24
tt0651806	6.4	28
tt0651816	5.7	27
tt0651826	6.6	22
tt0651842	8.5	1599
tt0651854	8.6	1776
tt0651864	8.4	52
tt0651874	8.6	53
tt0651884	8.3	62
tt0651894	8.0	56
tt0651904	8.4	54
tt0651914	8.4	65
tt0651924	8.2	53
tt0651934	8.1	55
tt0651944	8.3	54
tt0651954	8.2	61
tt0651985	7.6	37
tt0651995	8.1	35
tt0652005	7.7	35
tt0652015	7.9	34
tt0652045	8.2	6
tt0652084	8.6	11
tt0652097	8.3	23
tt0652138	8.0	6
tt0652153	8.5	140
tt0652163	8.0	106
tt0652183	5.6	21
tt0652208	7.3	172
tt0652218	6.6	26
tt0652250	8.3	11
tt0652711	6.7	19
tt0652721	6.7	22
tt0653000	2.6	6
tt0653026	5.0	11
tt0653037	4.3	12
tt0653047	7.2	196
tt0653057	7.1	223
tt0653067	7.8	178
tt0653077	7.8	210
tt0653087	7.7	201
tt0653097	7.8	173
tt0653107	7.8	192
tt0653135	7.5	200
tt0653145	8.0	359
tt0653155	8.4	246
tt0653165	7.6	200
tt0653175	7.6	144
tt0653185	7.5	144
tt0653195	8.3	247
tt0653205	7.6	127
tt0653215	7.4	117
tt0653225	7.7	104
tt0653235	7.8	134
tt0653245	7.7	138
tt0653255	7.7	18
tt0653265	7.2	24
tt0653275	7.3	16
tt0653286	6.7	18
tt0653296	6.5	24
tt0653306	7.2	16
tt0653316	7.0	20
tt0653326	7.1	98
tt0653336	7.4	17
tt0653346	7.8	29
tt0653357	6.2	49
tt0653367	7.9	60
tt0653377	8.1	53
tt0653387	7.0	32
tt0653397	8.3	57
tt0653407	7.7	29
tt0653421	7.4	32
tt0653434	8.1	95
tt0653444	7.5	412
tt0653454	7.6	361
tt0653464	7.6	396
tt0653474	7.2	404
tt0653484	7.4	275
tt0653494	7.5	574
tt0653504	7.5	312
tt0653514	7.2	349
tt0653524	7.3	641
tt0653534	7.2	383
tt0653544	7.7	317
tt0653554	8.2	509
tt0653564	7.7	290
tt0653574	7.4	258
tt0653584	7.5	299
tt0653595	7.4	406
tt0653605	7.5	268
tt0653615	7.5	359
tt0653625	7.1	281
tt0653635	8.0	309
tt0653645	6.9	359
tt0653655	7.2	264
tt0653665	7.0	257
tt0653675	7.8	338
tt0653685	7.5	323
tt0653695	7.5	271
tt0653705	7.6	85
tt0653715	7.3	54
tt0653725	7.7	71
tt0653735	7.3	57
tt0653745	7.5	60
tt0653755	7.2	51
tt0653765	7.3	63
tt0653775	7.2	80
tt0653785	6.8	65
tt0653795	7.1	53
tt0653805	7.7	57
tt0653815	8.0	59
tt0653825	6.6	55
tt0653835	7.1	48
tt0653845	7.5	92
tt0653855	7.3	58
tt0653865	7.0	58
tt0653875	6.6	50
tt0653885	6.9	48
tt0653895	7.9	64
tt0653905	7.6	61
tt0653915	7.3	51
tt0653925	7.6	59
tt0653935	7.5	56
tt0653945	7.8	59
tt0653960	6.9	55
tt0653974	7.6	46
tt0654307	5.7	44
tt0654317	5.5	40
tt0654327	6.5	45
tt0654337	7.4	52
tt0654347	6.4	48
tt0654357	5.7	41
tt0654381	6.7	39
tt0654403	6.5	6
tt0654417	8.2	5
tt0654427	7.9	95
tt0654437	7.8	120
tt0654447	8.0	83
tt0654457	8.1	84
tt0654467	7.5	78
tt0654477	7.8	83
tt0654487	7.5	34
tt0654497	7.2	34
tt0654507	7.8	37
tt0654517	7.7	46
tt0654527	7.5	41
tt0654537	7.3	55
tt0654547	7.2	52
tt0654557	7.7	70
tt0654567	8.0	36
tt0654577	7.8	51
tt0654589	6.0	8
tt0654599	6.1	11
tt0654609	5.5	10
tt0654619	5.9	10
tt0654648	7.0	39
tt0654658	7.6	37
tt0654668	7.2	39
tt0654710	8.0	50
tt0654723	7.2	19
tt0654738	8.2	25
tt0654756	6.6	48
tt0654779	6.6	26
tt0654789	7.4	15
tt0654799	8.0	17
tt0654809	8.2	826
tt0654819	7.8	771
tt0654861	6.4	8
tt0654942	8.0	80
tt0654952	7.8	359
tt0654962	8.3	333
tt0654975	7.3	50
tt0654985	7.3	60
tt0654995	7.4	54
tt0655005	6.8	45
tt0655015	5.5	39
tt0655025	8.0	60
tt0655035	7.0	54
tt0655045	7.6	49
tt0655055	6.5	43
tt0655065	6.7	39
tt0655075	7.0	47
tt0655085	7.2	50
tt0655095	7.2	48
tt0655105	7.2	44
tt0655115	6.3	55
tt0655125	6.9	60
tt0655135	7.4	66
tt0655145	7.0	51
tt0655155	6.9	45
tt0655165	8.6	50
tt0655175	8.7	46
tt0655185	8.8	53
tt0655195	8.6	51
tt0655205	6.8	10
tt0655215	7.4	148
tt0655225	7.3	126
tt0655235	7.2	136
tt0655245	6.9	128
tt0655255	7.2	110
tt0655265	6.5	135
tt0655275	7.8	178
tt0655285	6.7	115
tt0655295	6.7	170
tt0655331	7.6	15
tt0655341	7.3	14
tt0655351	8.1	14
tt0655361	7.6	16
tt0655371	8.4	26
tt0655399	7.5	492
tt0655409	7.6	637
tt0655419	7.8	459
tt0655429	7.4	454
tt0655439	8.3	662
tt0655449	8.4	793
tt0655459	7.3	452
tt0655469	7.4	574
tt0655479	7.9	511
tt0655539	8.2	18
tt0655558	6.5	13
tt0655568	8.9	8
tt0655586	6.6	6
tt0655907	7.9	9
tt0655917	5.6	15
tt0655927	6.4	13
tt0655937	7.0	11
tt0655947	6.5	14
tt0655957	6.3	18
tt0656161	6.2	9
tt0656184	5.7	10
tt0656213	8.6	100
tt0656223	7.6	144
tt0656233	8.7	83
tt0656243	8.6	89
tt0656253	7.7	132
tt0656263	8.3	136
tt0656273	8.2	97
tt0656283	8.1	106
tt0656293	7.7	159
tt0656303	8.1	92
tt0656314	8.5	133
tt0656324	8.7	93
tt0656334	8.5	94
tt0656344	8.8	109
tt0656354	7.8	89
tt0656364	8.2	244
tt0656374	8.2	91
tt0656384	7.3	101
tt0656394	9.2	149
tt0656404	8.3	124
tt0656414	8.0	233
tt0656424	7.7	104
tt0656434	7.8	134
tt0656444	7.7	130
tt0656454	8.0	158
tt0656464	7.8	103
tt0656474	7.7	204
tt0656753	8.1	81
tt0656763	7.9	104
tt0656773	8.6	74
tt0656783	7.8	87
tt0656793	6.8	57
tt0656803	7.6	74
tt0656813	7.4	84
tt0656823	8.4	60
tt0656833	8.1	88
tt0656843	7.3	55
tt0656853	8.6	62
tt0656863	8.4	45
tt0656873	7.3	71
tt0656907	7.4	40
tt0656933	7.8	34
tt0656980	8.1	17
tt0656990	7.6	13
tt0657000	8.0	16
tt0657011	7.9	25
tt0657021	7.2	10
tt0657031	7.8	7
tt0657041	7.2	8
tt0657051	7.8	19
tt0657154	7.4	32
tt0657164	8.0	35
tt0657174	6.8	30
tt0657184	7.4	33
tt0657194	7.5	33
tt0657234	7.7	324
tt0657244	7.9	298
tt0657254	8.3	307
tt0657264	7.3	285
tt0657274	7.7	294
tt0657284	7.7	491
tt0657294	7.4	417
tt0657304	7.4	396
tt0657314	7.3	304
tt0657324	7.3	269
tt0657334	7.6	308
tt0657344	7.6	430
tt0657354	7.2	396
tt0657364	7.6	331
tt0657404	7.6	9
tt0657422	6.5	12
tt0657432	6.3	12
tt0657460	8.3	8
tt0657480	8.0	46
tt0657490	8.0	74
tt0657500	7.5	153
tt0657510	8.2	57
tt0657520	7.7	75
tt0657530	8.2	63
tt0657540	7.1	56
tt0657550	7.1	58
tt0657560	8.2	58
tt0657570	8.0	50
tt0657580	7.8	51
tt0657590	8.0	91
tt0657760	9.7	18
tt0657771	9.0	30
tt0657783	8.2	7
tt0657795	8.2	12
tt0657805	6.6	8
tt0657816	7.0	7
tt0657827	7.2	5
tt0657837	7.7	6
tt0657851	7.1	7
tt0657867	7.7	15
tt0657924	8.7	11
tt0657983	7.9	822
tt0657993	7.5	882
tt0658003	8.7	1121
tt0658013	8.1	918
tt0658023	8.0	1022
tt0658033	7.5	792
tt0658044	7.3	13
tt0658054	7.4	9
tt0658064	7.5	12
tt0658097	7.5	11
tt0658107	6.3	52
tt0658117	4.8	8
tt0658127	6.2	55
tt0658140	7.2	75
tt0658150	7.6	100
tt0658160	7.2	94
tt0658362	7.2	16
tt0658640	6.1	16
tt0658706	7.8	12
tt0658785	7.4	24
tt0658795	7.5	26
tt0658870	7.5	14
tt0658881	7.4	10
tt0658891	6.6	9
tt0658902	7.5	24
tt0658912	7.9	16
tt0658961	7.5	11
tt0658978	6.2	20
tt0658988	6.3	10
tt0658998	6.5	10
tt0659011	6.0	11
tt0659026	6.5	10
tt0659037	6.5	10
tt0659047	6.4	12
tt0659057	6.0	12
tt0659067	6.0	13
tt0659077	6.1	11
tt0659092	7.2	10
tt0659108	7.0	11
tt0659126	7.6	22
tt0659136	7.2	14
tt0659149	7.5	17
tt0659159	7.5	16
tt0659170	7.0	14
tt0659194	7.0	12
tt0659207	6.7	9
tt0659218	6.5	14
tt0659242	8.6	9
tt0659278	10.0	11
tt0659301	8.6	87
