tconst	averageRating	numVotes
tt2179088	8.2	96
tt2179125	8.7	65
tt2179157	6.1	34
tt2179219	6.5	20
tt21792488	7.7	18
tt2179309	8.9	12
tt2179378	8.1	12
tt2179394	7.9	10
tt2179429	6.4	114
tt2179481	7.8	26
tt2179501	8.0	27
tt2179587	9.0	75
tt21796416	6.7	8
tt2179694	9.0	8
tt2179760	7.1	8
tt21798038	8.5	24
tt2179827	8.1	132
tt21798560	5.4	158
tt21798874	4.7	8
tt21799038	4.9	41
tt21799188	8.5	19
tt21799308	8.7	12
tt2179951	8.1	2647
tt2180001	6.2	184
tt2180024	9.8	8
tt21800798	7.0	13
tt21801024	9.0	7
tt2180157	6.7	37
tt21801648	5.9	470
tt21802112	4.1	42
tt2180227	7.0	14
tt21802584	6.9	41
tt21802752	6.4	14
tt2180295	1.8	194
tt21803186	8.4	24
tt21803414	6.0	26
tt21803870	6.2	19
tt2180444	7.2	36
tt2180465	5.4	634
tt2180497	7.5	53
tt21805174	6.4	20
tt2180547	9.0	32
tt21805532	6.0	9
tt2180585	8.9	8
tt21805982	7.5	141
tt21806354	6.1	85
tt21806856	4.5	28
tt21806932	7.5	82
tt2180702	6.1	36
tt21807286	6.7	21
tt21807504	7.4	37
tt21808326	5.2	14
tt2180870	8.4	15
tt21808980	9.6	10
tt2180925	8.8	10
tt21809550	3.8	10
tt21809718	7.9	29
tt2180974	7.0	229
tt21809872	8.4	26
tt21810012	8.3	26
tt2181004	6.9	28
tt2181028	6.7	17
tt21810520	6.2	52
tt21810762	5.8	78
tt21810794	8.3	15
tt21810828	8.9	15
tt21810870	8.9	15
tt21810990	9.2	25
tt21811032	8.8	17
tt21811060	9.1	15
tt21811282	7.9	104
tt2181158	6.2	8
tt21811888	6.2	2138
tt2181220	6.9	16
tt2181261	8.3	15
tt21813118	8.7	7
tt2181396	5.6	103
tt21814390	8.6	41
tt21814486	8.1	23
tt2181480	7.8	15
tt2181499	7.1	8
tt21815200	6.8	15
tt21815500	8.7	88
tt2181605	9.3	7
tt2181628	6.8	6
tt2181646	7.3	49
tt2181658	7.1	34
tt2181691	5.7	11
tt2181709	5.4	38
tt2181729	3.9	36
tt2181745	4.9	37
tt2181757	4.6	37
tt21817742	7.2	5
tt2181797	4.2	18
tt21818212	7.0	5
tt2181831	8.2	17364
tt2181851	8.1	38
tt2181875	5.9	67
tt2181889	4.3	1104
tt21818944	8.2	6
tt2181897	5.1	191
tt2181912	7.1	10
tt2181927	3.6	18
tt2181961	5.8	309
tt21819866	8.1	139
tt2181995	8.7	35
tt2182003	8.6	13
tt21820220	9.2	187
tt21820540	7.1	30
tt2182085	5.1	292
tt2182121	5.6	4499
tt21821538	3.8	7
tt2182181	6.9	58
tt21822078	7.6	3571
tt21822224	8.5	17
tt2182242	5.8	50
tt21822720	8.0	7
tt21823588	8.1	24
tt21823854	7.3	114
tt21824104	5.0	6
tt21824548	5.5	116
tt21824598	6.8	14
tt21824650	6.9	12
tt21824778	6.8	20
tt21825202	7.6	18
tt2182563	7.0	8
tt21825764	7.5	12
tt21826006	7.2	18
tt2182622	8.4	24
tt21826786	9.7	6
tt21827296	7.6	36
tt21827732	6.3	94
tt21828120	8.2	5
tt21828282	7.4	32
tt2182865	8.2	11
tt21828910	7.4	25
tt21829142	4.8	5
tt21830186	5.9	29
tt21830514	8.3	431
tt21830654	9.8	51
tt2183080	7.8	595
tt21831356	7.3	43
tt21831796	7.9	246
tt2183186	6.0	6
tt21832064	8.8	26
tt2183226	7.5	180
tt21832714	5.4	24
tt21833288	7.5	8
tt21833468	8.8	28
tt2183398	7.3	11
tt21834118	7.7	9
tt21834592	8.3	113
tt21834800	7.8	13
tt21835142	7.9	7
tt2183535	5.6	39
tt21835682	7.2	9
tt21835974	9.2	21
tt2183626	7.6	10
tt21836510	7.2	114
tt21836620	7.2	2201
tt21837072	7.9	9
tt21837726	7.4	10799
tt2183866	5.8	23
tt21838774	8.0	47
tt21839254	5.8	107
tt21839652	6.3	485
tt2184041	6.3	6
tt21840876	7.6	36
tt2184098	6.7	140
tt2184111	6.7	18
tt2184124	8.3	21
tt21841586	8.5	9
tt2184186	7.7	1645
tt21842246	6.8	7
tt2184239	6.1	14
tt2184267	2.0	195
tt21842904	7.3	8
tt2184299	7.7	1513
tt2184317	5.0	33
tt2184335	6.6	442
tt21843614	7.9	15
tt21843788	6.7	19
tt2184422	5.1	14
tt2184465	8.6	22
tt21845446	5.7	12
tt2184609	7.2	65
tt21846536	5.8	9
tt2184663	8.2	8
tt21846774	3.2	74
tt2184692	7.8	9
tt21847032	5.9	12
tt21847102	5.7	181
tt2184724	5.3	57
tt21847442	7.4	538
tt21847712	7.1	115
tt21848040	4.8	18
tt2184859	7.2	6
tt21849028	7.0	132
tt21849374	8.8	708
tt2184956	6.7	32
tt21849706	9.3	536
tt2185010	9.1	108
tt2185105	9.2	7
tt2185174	7.4	22
tt2185203	8.1	10
tt21852334	8.5	7
tt21852440	6.0	11
tt21852878	8.3	25
tt2185315	4.4	26
tt2185370	9.8	5
tt21854040	7.6	6
tt21854258	8.5	7
tt2185463	4.4	26
tt2185503	6.0	129
tt2185545	7.6	18
tt21855568	6.6	6
tt21855884	6.6	127
tt2185637	7.6	25
tt2185651	9.0	13
tt2185663	8.4	11
tt21856784	6.8	43
tt21856928	5.9	15
tt2185717	8.5	10
tt21857536	9.8	10
tt21857926	6.7	7
tt21858442	6.8	447
tt2185891	8.3	8
tt21859234	7.0	31
tt21859672	7.3	6
tt2185980	7.2	6
tt2186011	8.1	9
tt21860316	8.1	218
tt2186081	9.4	50
tt2186093	7.7	29
tt21861058	7.9	518
tt21861436	7.5	13
tt21861638	6.9	247
tt21862038	9.3	6
tt21862348	7.6	21
tt21862486	6.1	186
tt21862888	6.2	15
tt21862958	5.2	6
tt21863352	5.7	40
tt21863564	8.4	10
tt2186395	7.0	17
tt2186523	6.5	149
tt2186566	5.7	617
tt2186621	8.2	14
tt2186669	3.9	1813
tt21867024	8.5	14
tt21867160	8.7	6
tt21867370	6.6	1888
tt21867596	7.0	6748
tt21867768	6.9	21
tt21867964	8.7	11
tt2186819	6.1	2112
tt2186852	4.8	39
tt2186881	6.9	10
tt2186922	7.0	2209
tt2186929	6.8	76
tt2186949	6.6	432
tt2186982	8.0	16
tt2187007	6.3	41
tt2187025	5.2	240
tt2187052	7.3	28
tt21870670	6.1	17
tt2187085	5.6	31
tt2187090	8.1	714
tt21871048	7.8	379
tt21871230	4.5	229
tt2187143	4.8	10
tt2187153	8.1	37358
tt2187167	5.3	61
tt2187185	9.0	21
tt2187209	4.0	17
tt2187248	7.9	1078
tt21872854	9.5	6
tt2187307	7.5	224
tt2187319	7.7	333
tt21873304	9.0	12
tt2187358	8.5	52
tt21873980	5.6	10
tt21874184	7.4	8
tt21874582	6.6	27
tt2187474	7.2	937
tt21874884	9.7	41
tt21875194	8.0	10
tt2187531	4.2	12
tt21875418	6.8	247
tt21875548	8.7	21
tt2187572	6.8	46
tt21876222	7.9	171
tt2187668	9.2	16
tt2187691	7.8	1662
tt21877182	8.9	7
tt2187761	8.5	468
tt2187779	8.8	12
tt2187832	7.0	41
tt2187884	5.1	10024
tt21879222	6.4	23
tt21879718	7.0	13
tt21880144	7.7	45
tt2188034	7.0	11
tt21880644	5.0	85
tt21881450	8.7	27
tt21882086	5.3	9
tt21882386	7.2	89
tt21882454	6.6	18
tt21882556	6.8	6
tt2188289	8.4	946
tt2188375	8.2	14
tt2188495	7.3	7
tt2188576	7.8	11
tt2188665	4.2	13
tt2188717	4.5	1940
tt2188744	8.1	16
tt2188776	9.2	8
tt2188823	9.8	20
tt2188869	8.3	18
tt2188903	4.6	9
tt2188926	5.8	817
tt2188965	5.4	157
tt2189043	10.0	29
tt2189176	6.4	5
tt2189229	7.0	19
tt2189250	6.1	27
tt2189274	7.0	70
tt2189332	2.4	112
tt2189409	8.7	1406
tt2189443	7.7	9
tt2189498	6.0	7
tt2189581	7.2	94
tt2189632	7.0	49
tt2189712	6.5	43
tt2189761	6.8	5
tt2189779	4.5	20
tt2189801	7.4	1075
tt2189824	5.8	8
tt2189888	7.2	11
tt2189919	7.6	232
tt2190030	6.1	91
tt2190116	8.0	25
tt2190165	5.4	132
tt2190198	6.2	7
tt2190236	8.1	59
tt2190262	8.8	317
tt2190298	7.5	31
tt2190325	7.2	6
tt2190357	7.0	231
tt2190373	5.5	13
tt2190391	5.2	12
tt21904108	7.5	8
tt21904478	6.2	73
tt21904742	7.0	16
tt2190515	6.9	25
tt2190585	7.1	289
tt21906360	8.8	8
tt2190684	8.1	2554
tt21907092	8.8	19
tt2190729	8.0	7
tt2190740	7.2	15
tt21907666	6.4	10
tt21907994	5.6	371
tt2190831	6.3	41
tt21908608	7.3	17
tt21908844	7.6	407
tt21909126	7.3	182
tt21909638	6.3	7
tt21909870	8.4	6
tt21910540	7.4	229
tt21910782	9.3	15
tt21910830	10.0	6
tt2191162	8.0	10
tt21912182	7.4	71
tt21912460	3.9	45
tt2191323	8.2	359
tt2191329	8.5	25
tt21913626	8.0	77
tt21913782	8.2	8
tt2191396	9.0	6
tt21914096	8.6	5
tt21914262	8.1	73
tt2191439	6.7	9
tt21914552	6.7	9
tt21914812	8.8	7
tt21914888	8.5	75
tt21914918	8.8	42
tt2191530	5.1	21
tt21915518	8.1	33
tt2191558	7.9	10
tt21915636	8.6	12
tt21915734	8.2	6
tt2191602	7.4	5
tt2191614	9.4	9
tt21916352	8.0	46
tt2191641	4.1	428
tt21916594	6.7	7
tt21916682	8.2	108
tt21916770	7.9	431
tt2191697	5.8	28
tt2191715	7.9	134
tt2191747	4.3	63
tt2191779	6.5	8
tt2191822	4.7	80
tt2191880	5.3	550
tt2191900	5.8	15
tt2191935	7.9	240
tt21919640	8.0	77
tt2191973	8.1	99
tt2191991	7.8	2605
tt21920356	8.0	6
tt2192059	5.9	16
tt21920828	4.9	16
tt2192107	8.3	16
tt21921426	8.7	52
tt2192162	9.2	58
tt21921830	6.2	12
tt2192226	7.2	11
tt2192257	8.7	8
tt2192291	7.1	15
tt21923270	8.0	7
tt21923640	3.4	174
tt21924062	4.8	99
tt2192477	6.7	1803
tt2192501	7.5	23
tt21925606	9.0	6
tt21925860	5.2	11
tt21926066	8.5	81
tt21926300	7.6	139
tt21926326	6.1	35
tt2192687	7.7	3466
tt21927522	5.7	9
tt21928070	7.4	17
tt2192835	8.6	7
tt21928462	7.7	15
tt2192888	4.3	2103
tt21929020	7.8	26
tt2192914	6.1	16
tt2192941	7.6	96
tt2192980	7.2	12
tt2193001	9.3	84
tt2193025	8.6	31
tt2193070	8.1	767
tt2193088	7.4	31
tt2193117	4.9	7
tt21931476	6.6	7
tt2193185	6.0	1616
tt2193218	5.8	8
tt21932440	7.9	10
tt21932636	5.3	421
tt2193284	5.6	60
tt21933246	7.4	41
tt21933498	7.8	236
tt2193368	8.6	17
tt21934046	2.7	100
tt21934480	8.1	732
tt21934500	8.1	611
tt21934730	6.5	52
tt21934910	8.1	61
tt2193522	8.8	9
tt21935338	9.5	908
tt2193564	8.0	5
tt21936142	6.3	108
tt2193626	7.6	5
tt2193659	8.4	29
tt21936932	7.7	7
tt21937478	8.5	14
tt2193763	7.6	7
tt21937834	7.6	38
tt2193814	7.0	14
tt21938442	7.9	132
tt2194028	8.3	53
tt21941034	6.0	31
tt21941516	9.8	63
tt21941844	6.4	10
tt21942066	9.2	7
tt21942522	9.0	6
tt2194279	5.3	42
tt21943034	6.6	32
tt21943414	8.6	19
tt21943536	8.6	21
tt2194386	6.5	57
tt21944288	6.6	11
tt21944472	8.0	5
tt21944772	6.9	28
tt2194499	7.8	377043
tt21945344	6.7	440
tt2194569	7.4	258
tt21945996	5.7	225
tt2194614	7.1	21
tt2194631	4.4	17
tt2194675	7.5	40
tt2194720	7.7	29
tt2194789	7.2	20
tt2194837	8.5	4185
tt21949092	9.2	17
tt21949620	5.5	228
tt2195020	6.8	17
tt2195077	6.8	18
tt2195124	8.0	12
tt2195158	7.7	170
tt2195209	7.6	6
tt2195221	7.6	127
tt21952458	10.0	6
tt21952620	8.7	40
tt21952804	9.1	45
tt21953164	9.5	14
tt2195323	6.6	23
tt21953592	8.2	21
tt21953850	7.9	19
tt2195418	6.4	11
tt2195448	7.0	37
tt2195467	9.5	78
tt2195498	5.9	484
tt21955142	8.2	523
tt21955166	8.1	482
tt2195529	7.2	14
tt21955526	7.6	10
tt21955754	5.2	9
tt21955954	9.4	5
tt2195599	7.1	7
tt2195624	7.0	29
tt2195666	5.9	546
tt21957196	5.8	48
tt2195755	5.0	5
tt21957826	8.3	17
tt2195819	8.0	31
tt21958588	7.9	92
tt2195884	6.5	14
tt2195891	3.1	42
tt21958996	7.6	101
tt2195925	5.5	45
tt2195959	8.1	16
tt2195998	5.7	40
tt21960214	6.8	481
tt2196051	6.6	7
tt2196083	7.6	7
tt21961146	7.4	11
tt2196144	8.5	6
tt2196196	6.8	8
tt21962298	6.6	5
tt21962424	7.5	11
tt21962804	9.5	14
tt21963034	8.0	215
tt21963126	6.4	15
tt21963178	9.9	71
tt21963374	10.0	6
tt2196354	5.6	15
tt21963662	7.8	41
tt21964126	7.9	8
tt21964288	3.4	12
tt2196442	6.1	8
tt21964570	5.7	27
tt21964928	6.8	8
tt2196562	7.3	56
tt21966052	7.9	7
tt21966672	8.2	473
tt21967448	9.1	7
tt2196778	7.2	120
tt21967866	4.1	13
tt2196796	7.5	95
tt21968290	7.5	35
tt2196855	7.3	17
tt2196891	7.8	18
tt21969020	7.6	15
tt21969440	7.3	18
tt21969700	8.2	127
tt21969888	8.1	16
tt21970178	5.0	6
tt2197066	6.8	10
tt2197084	5.6	5
tt2197151	7.3	26
tt21972394	6.6	137
tt2197278	7.7	15
tt2197322	7.5	13
tt21973462	8.3	8
tt21973728	7.3	30
tt21973940	7.8	5
tt21974150	7.8	5
tt2197427	7.6	280
tt21974604	7.9	419
tt21974866	9.2	15
tt21975016	7.6	36
tt2197553	7.9	31
tt21975856	6.4	8
tt21976024	7.8	83
tt21976218	9.0	5
tt2197656	1.9	25
tt21976996	6.7	6
tt21977920	7.2	393
tt2197822	8.0	201
tt2197849	6.0	728
tt2197886	4.7	651
tt2197909	6.0	330
tt21979220	5.0	9
tt2197936	6.6	3990
tt21979542	8.6	56
tt2197973	5.5	32
tt21979938	4.8	34
tt2198013	7.7	8
tt21980200	6.2	11
tt2198055	4.3	11
tt2198113	7.1	42
tt2198139	6.6	58
tt2198174	6.5	9
tt2198208	7.8	77
tt2198233	6.0	7
tt21982558	5.7	42
tt2198287	7.6	11
tt2198335	4.6	27
tt21983628	6.9	10
tt21983828	7.0	29
tt2198398	7.6	21
tt21984742	6.8	6
tt2198529	8.9	1143
tt21985746	7.8	104
tt2198631	8.6	52
tt21986824	9.0	221
tt21987322	8.4	9
tt21987430	6.0	9
tt21987878	7.7	61
tt2198841	7.2	334
tt21988796	9.6	7
tt21989164	8.5	55
tt2198935	8.7	18
tt21989610	3.9	38
tt21989930	6.6	47
tt21990210	4.2	5
tt21990498	9.8	30
tt2199073	9.5	76
tt2199089	7.8	55
tt2199119	7.9	19
tt21991814	10.0	5
tt21992162	7.6	10
tt2199259	5.2	9
tt2199287	8.3	56
tt2199328	8.0	7
tt21993388	7.7	93
tt2199391	7.3	7
tt21994096	6.0	111
tt2199441	6.4	22
tt21994558	7.2	15
tt2199489	9.0	8
tt2199510	5.2	8
tt2199541	6.4	9
tt2199575	8.5	81
tt2199585	6.8	223
tt2199628	7.4	11
tt2199649	7.6	45
tt2199669	9.1	14
tt2199691	3.6	17
tt2199715	7.8	64
tt21997472	3.2	33
tt21997686	7.7	37
tt21997756	5.9	8
tt21997914	6.1	50
tt2199826	8.5	142
tt21998394	7.3	29
tt21998498	7.4	10
tt21998544	6.8	65
tt2199869	9.0	8
tt2199900	9.0	17
tt2200006	6.0	7
tt22000632	7.1	37
tt22000722	8.1	673
tt2200075	6.2	22
tt22001186	8.7	15
tt22001614	8.3	12
tt2200194	5.0	48
tt22002526	6.5	9
tt22002842	8.3	9
tt2200330	7.7	28
tt2200369	7.4	23
tt22003806	7.5	433
tt22003962	8.3	7
tt22004112	6.6	7
tt2200428	8.3	108
tt22004492	5.3	58
tt22004610	7.7	7
tt22004716	7.8	11
tt22004834	6.1	22
tt22004934	7.0	35
tt2200523	7.4	17
tt22005382	7.5	24
tt22005750	6.2	5
tt22005990	5.6	185
tt22006020	7.6	19
tt2200607	8.3	19
tt2200630	7.1	13
tt2200671	3.7	18
tt22006856	9.0	13
tt22007410	7.0	252
tt22007546	7.5	112
tt22007710	7.3	7
tt22007810	8.4	14
tt22007882	7.1	10
tt22008154	7.2	5
tt2200850	7.1	76
tt22008964	7.5	23
tt22009096	9.8	6
tt22009438	9.0	10
tt2200977	6.6	11
tt2201011	7.0	32
tt2201043	6.8	189
tt22010532	7.2	6
tt22010820	9.1	9
tt22011042	9.0	12
tt22011346	7.8	10
tt22011396	8.0	29
tt22011564	8.3	85
tt2201211	6.7	1504
tt22012456	4.6	153
tt2201261	5.6	1741
tt2201284	6.7	20
tt22013092	9.1	44
tt2201348	8.1	192
tt22014000	9.0	10
tt22014386	8.7	11
tt22014794	7.2	6
tt2201522	5.3	70
tt2201548	4.8	5327
tt2201608	5.5	22
tt22016356	8.3	2540
tt2201653	8.5	43
tt2201673	8.6	74
tt2201708	7.6	5
tt22017546	7.2	6
tt2201772	5.5	139
tt2201810	8.0	55
tt22018464	9.0	4252
tt22019054	6.3	7
tt22019144	8.0	9
tt2201957	5.8	37
tt22019964	9.0	5
tt22020508	4.5	67
tt2202104	8.5	10
tt2202129	6.7	37
tt22021710	9.5	6
tt2202212	8.4	5
tt2202251	6.9	17
tt2202291	6.0	31
tt22023208	6.0	8
tt22023386	7.4	26
tt22023514	9.6	9
tt2202365	7.5	11
tt2202391	9.0	17
tt22024052	6.9	14
tt2202445	4.4	6
tt22024682	5.5	16
tt2202493	5.8	5
tt22025208	5.8	6
tt2202576	5.7	12
tt2202597	9.2	16
tt2202627	3.4	37
tt2202659	8.0	6
tt22027064	7.4	3088
tt2202725	7.3	125
tt2202762	7.6	27
tt2202800	6.6	370
tt22028318	8.9	114
tt22028748	7.9	20
tt22029000	8.2	15
tt22029218	7.7	324
tt2202935	8.5	47
tt22029508	6.4	7
tt2202952	8.7	341
tt22029668	7.6	30
tt22029712	8.1	41
tt2203014	6.2	8
tt2203050	6.7	11
tt22030720	7.8	16
tt22030826	7.1	12
tt22031082	7.3	12
tt2203141	7.8	8
tt2203171	8.1	582
tt2203252	8.8	10
tt22033426	5.4	18
tt2203375	7.5	21
tt22033934	7.0	29
tt2203414	5.0	16
tt22034414	5.2	8
tt22034636	7.6	5
tt22035236	6.0	14
tt22035638	6.7	181
tt2203614	6.6	14
tt22036846	6.9	47
tt22036922	4.9	2983
tt22037128	8.9	170
tt22037384	8.2	12
tt22037426	7.6	5
tt2203761	6.8	11
tt22037754	7.5	434
tt2203793	7.8	27
tt22038236	6.3	482
tt22038382	2.5	9
tt2203879	7.2	20
tt22039018	7.5	11
tt2203945	6.7	8
tt2203982	7.6	178
tt2204024	8.4	13
tt22040882	6.9	16
tt22041226	4.3	32
tt22041868	7.2	15
tt22042288	8.4	6
tt22042658	5.8	30
tt22042944	9.2	12
tt22043302	9.0	6
tt22043348	8.1	518
tt2204345	7.7	447
tt22043710	6.9	814
tt2204400	7.7	12
tt2204429	6.3	19
tt2204456	6.0	214
tt2204510	6.2	37
tt22045414	7.0	7
tt2204587	7.6	7
tt2204606	6.6	37
tt22046288	6.9	13
tt2204672	6.5	31
tt2204722	7.5	24
tt2204741	8.0	27
tt22047946	5.7	17
tt22048434	7.4	39
tt22048690	8.5	15
tt2204897	7.8	75
tt22049736	7.8	5
tt22050260	8.0	9
tt22050660	6.3	207
tt22051104	8.8	16
tt22051266	8.0	6
tt2205168	5.0	26
tt2205203	9.4	8
tt2205288	3.6	19
tt22053176	8.5	26
tt22053206	8.0	18
tt22053346	7.7	100
tt22053522	10.0	25
tt2205367	6.9	13
tt2205397	6.2	18
tt22054048	6.5	13
tt22054212	7.3	229
tt22054440	8.0	735
tt22054582	7.9	49
tt22054790	6.7	152
tt2205495	5.8	11
tt22055016	5.7	191
tt2205517	5.0	30
tt2205531	6.9	18
tt2205553	4.5	17
tt2205589	1.3	900
tt22056192	8.6	8
tt22056520	7.4	31
tt2205697	7.2	91293
tt22057524	8.6	31
tt2205769	8.1	8
tt22057952	8.5	59
tt22058086	5.0	14
tt22058620	8.4	6
tt22058860	7.2	12
tt2205916	6.7	9
tt2205948	7.6	1685
tt22059770	9.2	6
tt2205991	7.1	7
tt22060020	8.9	24
tt22060078	6.2	25
tt22060422	8.7	41
tt22060616	8.3	7
tt2206082	6.5	832
tt22061030	6.4	98
tt2206110	8.0	8
tt22061362	9.3	8
tt22061766	5.4	9
tt2206188	5.0	20
tt22062354	6.6	32
tt22062612	7.5	15
tt22062884	8.0	12
tt22063112	8.2	10
tt2206384	8.3	12
tt2206564	5.0	22
tt2206681	8.0	565
tt2206695	9.5	2090
tt2206808	7.7	754
tt2206841	6.3	19
tt22068796	7.0	7
tt2206961	6.8	8
tt22070646	5.7	8
tt2207125	5.6	8
tt22071500	5.0	9
tt22071828	7.7	80
tt22072166	9.5	6
tt22072548	9.0	6
tt22073148	5.2	13
tt22073406	8.4	10
tt22073446	9.0	8
tt2207380	2.3	13
tt22074270	6.6	1279
tt2207455	6.6	41
tt22074850	6.0	375
tt2207519	7.3	54
tt2207555	5.1	8
tt22075834	6.9	93
tt22076302	4.7	21
tt22076408	5.5	29
tt22076680	8.7	6
tt22076792	9.6	6
tt22076884	8.5	81
tt22076908	7.3	187
tt22077118	7.1	405
tt2207728	7.9	18
tt22077406	7.0	218
tt22077862	9.0	6
tt22078158	8.1	7
tt22078372	8.1	7
tt2207845	8.6	45
tt2207870	6.8	391
tt2207885	7.2	21
tt2207895	8.0	8
tt2207922	7.1	19
tt2207960	8.4	15
tt22080148	8.9	168
tt2208051	6.8	6
tt22081314	7.2	27
tt2208151	8.0	9
tt2208216	6.0	2830
tt2208248	2.3	323
tt22082550	9.2	37
tt22082780	8.1	24
tt22083426	5.9	20
tt22083912	8.2	10
tt22084416	7.9	48
tt22084588	8.5	111
tt22084656	7.3	7
tt2208523	8.0	1734
tt22085376	6.4	30
tt22085502	7.2	9
tt2208566	7.0	206
tt22085938	7.4	335
tt22085974	7.4	400
tt2208646	7.8	20
tt2208676	4.6	10
tt22087008	7.6	5
tt22087384	9.1	8
tt22087746	9.0	11
tt2208850	5.6	7
tt22089018	4.8	16
tt22089824	6.4	31
tt22090212	8.7	6
tt2209051	7.2	7
tt2209111	7.9	443
tt2209121	7.6	497
tt22091440	10.0	5
tt22091696	7.8	29
tt22092210	7.7	11
tt22092304	8.9	52
tt2209243	8.3	518
tt2209284	8.3	36
tt22093112	6.8	5
tt22093394	8.2	13
tt2209356	5.2	13
tt2209392	6.7	6
tt2209417	8.1	850
tt22094742	7.7	6
tt2209510	7.5	32
tt22095302	7.5	108
tt22095520	5.2	52
tt2209583	7.5	24
tt2209591	6.7	53
tt2209612	6.9	24
tt2209624	5.7	18
tt22096486	7.9	32
tt2209665	7.6	3444
tt2209677	7.4	127
tt22096860	7.7	17
tt2209700	7.6	33
tt22097422	5.6	8
tt22097698	7.0	46
tt22098270	7.7	426
tt2209853	6.6	14
tt2209870	7.3	14
tt2210063	7.5	109
tt2210101	6.2	120
tt2210166	7.4	16
tt2210212	8.1	17
tt2210256	8.4	17
tt2210378	8.4	811
tt2210427	6.8	100
tt2210485	7.4	20
tt2210531	7.0	55
tt2210576	7.5	16
tt2210606	6.9	30
tt2210633	6.9	544
tt2210677	7.5	47
tt2210712	7.6	232
tt2210739	3.5	12
tt2210781	6.1	2822
tt2210823	5.4	1004
tt2210843	9.2	24
tt2210879	7.1	447
tt2210955	8.6	34
tt2211007	6.5	18
tt2211051	8.0	7
tt2211104	7.9	99
tt2211142	6.1	7
tt2211173	5.8	8128
tt2211217	6.9	19
tt2211261	7.5	1642
tt2211295	7.4	313
tt2211414	9.2	6
tt2211460	7.4	59
tt2211558	8.8	25
tt2211648	6.7	8
tt2211674	3.0	9
tt2211712	7.9	28
tt2211812	7.2	18
tt2211975	9.1	8
tt2212071	6.4	8
tt2212145	6.4	11
tt2212213	7.2	30
tt2212271	6.6	5
tt2212384	6.4	13
tt2212409	8.5	29
tt2212455	6.7	706
tt2212627	6.6	7
tt2212677	5.6	14
tt2212770	7.9	41
tt2212866	7.2	19
tt2212931	7.3	13
tt2213002	7.1	18
tt2213135	7.0	8
tt2213258	7.5	17
tt2213334	7.3	8
tt2213635	6.2	117
tt2213747	7.4	20
tt2213861	8.0	627
tt2213938	6.9	114
tt2214029	7.9	26
tt2214379	8.0	11
tt2214413	7.9	11
tt2214526	4.7	9
tt2214573	7.5	54
tt2214747	4.3	16
tt2214797	7.2	38
tt2214851	5.2	144
tt2214897	4.8	436
tt2214941	5.7	1643
tt2214983	9.3	12
tt2215018	2.4	35
tt2215077	6.1	2113
tt2215145	5.3	43
tt2215215	6.7	834
tt2215265	4.4	7
tt2215291	6.1	1943
tt2215318	6.5	12
tt2215360	6.6	9
tt2215395	6.6	7535
tt2215433	6.7	7
tt2215485	5.4	22
tt2215530	7.6	25
tt2215555	8.8	8
tt2215633	8.6	42
tt2215676	6.3	197
tt2215737	6.5	51
tt2215767	7.5	9
tt2215797	6.3	5477
tt2215926	6.3	41
tt22160302	7.4	180
tt2216061	7.1	20
tt2216118	8.0	7
tt2216223	9.0	5
tt2216258	7.1	8
tt2216284	8.0	16
tt22164098	7.7	238
tt22165074	7.6	16
tt22165658	8.6	9
tt22165918	6.7	6
tt2216679	5.7	16
tt22166896	7.8	6
tt22167090	8.0	8
tt22167160	7.7	650
tt2216748	5.7	129
tt2216771	7.0	12
tt22167826	9.0	6
tt22168286	4.6	99
tt22168742	7.8	21
tt22168852	7.6	9
tt22169182	9.9	16
tt22169350	7.4	10
tt22169648	6.4	14
tt22169714	6.8	32
tt22170224	4.2	149
tt22170812	7.6	989
tt22171204	7.6	73
tt22171328	7.7	15
tt22171558	7.5	16
tt22171802	6.7	36
tt22171934	4.5	28
tt22172000	5.9	18
tt22172078	7.0	13
tt2217230	7.2	44
tt2217255	8.8	6
tt2217336	7.4	12
tt2217408	8.2	109
tt22174468	6.5	14
tt22174954	8.5	555
tt22175126	6.7	10
tt22175308	8.0	25
tt22175738	9.0	27
tt2217601	7.8	43
tt22176374	7.7	11
tt2217653	7.7	11
tt22176748	9.2	5
tt2217711	8.0	10
tt22177550	7.8	10
tt2217763	3.8	17
tt2217774	7.2	30
tt2217781	6.6	689
tt2217798	6.5	13
tt22178356	7.2	180
tt2217861	7.3	117
tt2217887	7.0	5
tt2217917	4.8	22
tt2217938	8.3	311
tt2217964	8.0	261
tt22179758	7.0	251
tt2217996	7.2	16
tt2218020	8.5	10
tt2218044	6.2	30
tt2218100	5.0	7
tt22181706	7.7	10
tt2218216	5.7	8
tt22182628	8.4	5
tt22182882	7.7	21
tt22183810	6.2	6
tt22184122	7.0	41
tt22184250	8.0	9
tt2218457	7.6	13
tt22185008	8.7	6
tt22185294	7.9	8
tt22185466	7.2	159
tt22185594	7.3	7
tt22186162	8.2	7
tt2218658	9.0	13
tt2218692	5.8	5
tt22187482	4.8	94
tt22187798	7.4	1495
tt22187846	7.1	15
tt22187950	7.0	7
tt2218802	9.2	20
tt22188302	6.7	51
tt22188542	7.6	154
tt2218893	6.2	6
tt22189294	6.9	1101
tt2218990	7.4	21
tt22190258	7.1	11
tt2219064	5.6	7
tt22191396	5.8	989
tt2219208	7.3	44
tt2219278	7.8	92
tt2219390	8.1	23
tt2219450	5.8	39
